PHASE	TESS
forgetfulness	forgetfulness
of	of
her	her
past	past
sorrows	sorrows
keeping	keeping
back	back
the	the
gloomy	gloomy
spectres	spectres
that	that
would	would
persist	persist
in	in
their	their
attempts	attempts
to	to
touch	touch
her—doubt	herdoubt
fear	fear
moodiness	moodiness
care	care
shame	shame
She	She
knew	knew
that	that
they	they
were	were
waiting	waiting
like	like
wolves	wolves
just	just
outside	outside
the	the
circumscribing	circumscribing
light	light
but	but
she	she
had	had
long	long
spells	spells
of	of
power	power
to	to
keep	keep
them	them
in	in
hungry	hungry
subjection	subjection
there	there
A	A
spiritual	spiritual
forgetfulness	forgetfulness
toexisted	coexisted
with	with
an	an
intellectual	intellectual
remembrance	remembrance
She	She
walked	walked
in	in
brightness	brightness
but	but
she	she
knew	knew
that	that
in	in
the	the
background	background
those	those
shapes	shapes
of	of
darkness	darkness
were	were
always	always
spread	spread
They	They
might	might
be	be
receding	receding
or	or
they	they
might	might
be	be
approaching	approaching
one	one
or	or
the	the
other	other
a	a
little	little
every	every
day	day
249	null
TESS	null
OF	null
THE	null
DURBERVILLES	null
One	One
evening	evening
Tess	Tess
and	and
Clare	Clare
were	were
obliged	obliged
to	to
sit	sit
indoors	indoors
keeping	keeping
house	house
all	all
the	the
other	other
occupants	occupants
of	of
the	the
domicile	domicile
being	being
away	away
As	As
they	they
talked	talked
she	she
looked	looked
thoughtftu	thoughtfully
up	up
at	at
him	him
and	and
met	met
his	his
two	two
appreciative	appreciative
eyes	eyes
‘I	I
am	am
not	not
worthy	worthy
of	of
you—no	youno
I	I
am	am
not’	not
she	she
burst	burst
out	out
jumping	jumping
up	up
from	from
her	her
low	low
stool	stool
as	as
though	though
appalled	appalled
at	at
his	his
homage	homage
and	and
the	the
fulness	fulness
of	of
her	her
own	own
joy	joy
thereat	thereat
Clare	Clare
deeming	deeming
the	the
whole	whole
basis	basis
of	of
her	her
excitement	excitement
to	to
be	be
that	that
which	which
was	was
only	only
the	the
smaller	smaller
part	part
of	of
it	it
said—	said
‘I	I
won’t	wont
have	have
you	you
speak	speak
like	like
it	it
dear	dear
Tess	Tess
Distinction	Distinction
does	does
not	not
consist	consist
in	in
the	the
facile	facile
use	use
of	of
a	a
contemptible	contemptible
set	set
of	of
conventions	conventions
but	but
in	in
being	being
numbered	numbered
among	among
those	those
who	who
are	are
true	true
and	and
honest	honest
and	and
just	just
and	and
pure	pure
and	and
lovely	lovely
and	and
of	of
good	good
report—as	reportas
you	you
are	are
my	my
Tess’	Tess
She	She
struggled	struggled
with	with
the	the
sob	sob
in	in
her	her
throat	throat
How	How
often	often
had	had
that	that
string	string
of	of
excellenees	excellences
made	made
her	her
young	young
heart	heart
ache	ache
in	in
church	church
of	of
late	late
years	years
and	and
how	how
strange	strange
that	that
he	he
should	should
have	have
cited	cited
them	them
now	now
‘Why	Why
didn’t	didnt
you	you
stay	stay
and	and
love	love
me	me
when	when
I—was	Iwas
sixteen	sixteen
living	living
with	with
my	my
little	little
sisters	sisters
and	and
brothers	brothers
and	and
you	you
danced	danced
on	on
the	the
green	green
0	O
why	why
didnt	didnt
you	you
mdﬁdnt	why
you’	didnt
null	you
she	she
said	said
impetuously	impetuously
clasping	clasping
her	her
s	hands
Angelbegantoeomfortandreassureherthinldng	Angel
null	began
to	to
null	comfort
null	and
null	reassure
null	her
null	thinking
null	to
himself	himself
truly	truly
enough	enough
what	what
a	a
creature	creature
of	of
moods	moods
she	she
was	was
and	and
how	how
careful	careful
he	he
would	would
have	have
to	to
be	be
of	of
her	her
when	when
she	she
depended	depended
for	for
her	her
happiness	happiness
entirely	entirely
on	on
him	him
‘Ah—why	Ahwhy
didn’t	didnt
I	I
stay’	stay
he	he
said	said
‘That	That
is	is
just	just
what	what
I	I
feel	feel
If	If
I	I
had	had
only	only
known	known
But	But
you	you
must	must
not	not
be	be
so	so
bitter	bitter
in	in
your	your
regret—why	regretwhy
should	should
you	you
be’	be
With	With
the	the
woman’s	womans
instinct	instinct
to	to
hide	hide
she	she
diverged	diverged
hastily—	hastily
‘I	I
should	should
have	have
had	had
four	four
years	years
more	more
of	of
your	your
heart	heart
than	than
I	I
can	can
ever	ever
have	have
now	now
Then	Then
I	I
should	should
not	not
have	have
wasted	wasted
my	my
time	time
as	as
I	I
have	have
done—I	doneI
should	should
have	have
had	had
so	so
much	much
longer	longer
happiness’	happiness
Itwasnomaturewomanwithalongdarkvistaof	It
250	was
THE	no
CONSEQUENCE	mature
null	woman
null	with
null	a
null	long
null	dark
null	vista
null	of
intrigue	intrigue
behind	behind
her	her
who	who
was	was
tormented	tormented
thus	thus
but	but
a	a
girl	girl
of	of
simple	simple
life	life
not	not
yet	yet
oneandtwenty	oneand
null	twenty
who	who
had	had
been	been
caught	caught
during	during
her	her
days	days
of	of
immaturity	immaturity
like	like
a	a
birdinaspringe	bird
Tocalmherselfthe	in
null	a
null	springe
null	To
null	calm
null	herself
null	the
more	more
completely	completely
she	she
rose	rose
from	from
her	her
little	little
stool	stool
and	and
left	left
the	the
room	room
overturning	overturning
the	the
stool	stool
with	with
her	her
skirts	skirts
as	as
she	she
went	went
He	He
sat	sat
on	on
by	by
the	the
cheerful	cheerful
ﬁreﬁght	firelight
thrown	thrown
from	from
a	a
bundle	bundle
of	of
green	green
ashsticks	ashsticks
laid	laid
across	across
the	the
dogs	dogs
the	the
sticks	sticks
snapped	snapped
pleasantly	pleasantly
and	and
hissed	hissed
out	out
bubbles	bubbles
of	of
sap	sap
from	from
their	their
ends	ends
When	When
she	she
came	came
back	back
she	she
was	was
herself	herself
again	again
‘	null
Do	Do
you	you
not	not
think	think
you	you
are	are
just	just
a	a
wee	wee
bit	bit
capricious	capricious
ﬁtful	fitful
Tess‘	Tess
he	he
said	said
goodhumouredly	goodhumouredly
as	as
he	he
spread	spread
a	a
cushion	cushion
for	for
her	her
on	on
the	the
stool	stool
and	and
seated	seated
himself	himself
in	in
the	the
settle	settle
beside	beside
her	her
‘I	I
wanted	wanted
to	to
ask	ask
you	you
something	something
and	and
just	just
then	then
you	you
ran	ran
away’	away
‘Yes	Yes
perhaps	perhaps
I	I
am	am
capricious’	capricious
she	she
murmured	murmured
She	She
suddenly	suddenly
approached	approached
him	him
and	and
put	put
a	a
hand	hand
upon	upon
each	each
of	of
his	his
arms	arms
‘No	No
Angel	Angel
I	I
am	am
not	not
really	really
so—by	soby
Nature	nature
I	I
mean’	mean
The	The
more	more
particularly	particularly
to	to
assure	assure
him	him
that	that
she	she
was	was
not	not
she	she
placed	placed
herself	herself
close	close
to	to
him	him
in	in
the	the
settle	settle
and	and
allowed	allowed
her	her
head	head
to	to
ﬁnd	find
a	a
restingplaee	restingplace
against	against
Clare’s	Clares
shoulder	shoulder
‘What	What
did	did
you	you
want	want
to	to
ask	ask
me—I	meI
am	am
sure	sure
I	I
will	will
answer	answer
it’	it
she	she
continued	continued
humbly	humbly
‘Well	Well
you	you
love	love
me	me
and	and
have	have
agreed	agreed
to	to
marry	marry
me	me
and	and
hence	hence
there	there
follows	follows
a	a
thirdly	thirdly
“When	When
shall	shall
the	the
day	day
be1	be
‘I	I
like	like
living	living
like	like
this’	this
‘But	But
I	I
must	must
think	think
of	of
starting	starting
in	in
business	business
on	on
my	my
own	own
hook	hook
with	with
the	the
new	new
year	year
or	or
a	a
little	little
later	later
And	And
before	before
I	I
get	get
involved	involved
in	in
the	the
multifarious	multifarious
details	details
of	of
my	my
new	new
position	position
I	I
should	should
like	like
to	to
have	have
secured	secured
my	my
partner’	partner
‘But’	But
she	she
timidly	timidly
answered	answered
‘to	to
talk	talk
quite	quite
practi—	practically
cally	wouldnt
wouldn’t	it
‘it	null
be	be
best	best
not	not
to	to
marry	marry
till	till
after	after
all	all
thatP—Though	thatThough
I	I
can’t	cant
bear	bear
the	the
thought	thought
0’	o
your	your
going	going
away	away
and	and
leaving	leaving
me	me
here’	here
25	Of
TESS	null
OF	null
THE	null
D’URBERVILLES	null
‘Of	null
course	course
you	you
cannot—and	cannotand
it	it
is	is
not	not
best	best
in	in
this	this
case	case
I	I
want	want
you	you
to	to
help	help
me	me
in	in
many	many
ways	ways
in	in
making	making
my	my
start	start
When	When
shall	shall
it	it
be	be
Why	Why
not	not
a	a
fortnight	fortnight
from	from
now’	now
‘No’	No
she	she
said	said
becoming	becoming
grave	grave
‘I	I
have	have
so	so
many	many
things	things
to	to
think	think
of	of
ﬁrst’	first
‘But—’	But
He	He
drew	drew
her	her
gently	gently
nearer	nearer
to	to
him	him
The	The
reality	reality
of	of
marriage	marriage
was	was
startling	startling
when	when
it	it
loomed	loomed
so	so
near	near
Before	Before
discussion	discussion
of	of
the	the
question	question
had	had
proceeded	proceeded
further	further
there	there
walked	walked
round	round
the	the
corner	corner
of	of
the	the
settle	settle
into	into
the	the
full	full
ﬁreﬁght	firelight
of	of
the	the
apartment	apartment
Mr	Mr
Dairyman	Dairyman
Crick	Crick
Mrs	Mrs
Crick	Crick
and	and
two	two
of	of
the	the
milkmaids	milkmaids
Tessspranglikeanelasticballﬁ‘omhissideto	Tess
null	sprang
null	like
null	an
null	elastic
null	ball
null	from
null	his
null	side
null	to
her	her
feet	feet
while	while
her	her
face	face
ﬂushed	flushed
and	and
her	her
eyes	eyes
shone	shone
in	in
the	the
ﬁrelight	firelight
‘I	I
knew	knew
how	how
it	it
would	would
be	be
if	if
I	I
sat	sat
so	so
close	close
to	to
him’	him
she	she
cried	cried
with	with
vexation	vexation
‘I	I
said	said
to	to
myself	myself
they	they
are	are
suretocome	sure
null	to
null	come
and	and
catch	catch
us	us
Butlwasntreallysitting	But
null	I
null	wasnt
null	really
null	sitting
on	on
his	his
knee	knee
though	though
it	it
might	might
ha	ha
seemed	seemed
as	as
if	if
I	I
was	was
almost’	almost
‘Well—if	Wellif
so	so
be	be
you	you
hadn’t	hadnt
told	told
us	us
I	I
am	am
sure	sure
we	we
shouldnt	shouldnt
ha’	ha
noticed	noticed
that	that
ye	ye
had	had
been	been
sitting	sitting
anywhere	anywhere
at	at
all	all
in	in
this	this
light’	light
replied	replied
the	the
dairyman	dairyman
He	He
continued	continued
to	to
his	his
wife	wife
with	with
the	the
stolid	stolid
mien	mien
of	of
a	a
man	man
who	who
understood	understood
nothing	nothing
of	of
the	the
emotions	emotions
relating	relating
to	to
matrimony——‘Now	matrimonyNow
Christianer	Christianer
that	that
shows	shows
that	that
folks	folks
should	should
never	never
fancy	fancy
other	other
folks	folks
be	be
supposing	supposing
things	things
when	when
they	they
baint	baint
0	O
no	no
I	I
should	should
never	never
ha’	ha
thought	thought
a	a
word	word
of	of
where	where
she	she
was	was
a	a
sitting	sitting
to	to
if	if
she	she
hadnt	hadnt
told	told
rue—not	menot
I’	I
‘We	We
are	are
going	going
to	to
be	be
married	married
soon’	soon
said	said
Clare	Clare
with	with
improvised	improvised
phlegm	phlegm
‘Ah—and	Ahand
be	be
ye	ye
Well	Well
I	I
am	am
truly	truly
glad	glad
to	to
hear	hear
it	it
sir	sir
I’ve	Ive
thought	thought
you	you
mid	mid
do	do
such	such
a	a
thing	thing
for	for
some	some
time	time
Shes	Shes
too	too
good	good
for	for
a	a
dairymaid—I	dairymaidI
said	said
so	so
the	the
very	very
ﬁrst	first
day	day
I	I
zid	zid
her—and	herand
a	a
prize	prize
for	for
any	any
man	man
and	and
what’s	whats
more	more
a	a
wonderful	wonderful
woman	woman
for	for
a	a
gentleman252	gentlemanfarmers
THE	null
CONSEQUENCE	null
farmer’s	null
wife	wife
he	he
won‘t	wont
be	be
at	at
the	the
mercy	mercy
of	of
his	his
baily	baily
wi’	wi
her	her
at	at
his	his
side’	side
Somehow	Somehow
Tess	Tess
disappeared	disappeared
She	She
had	had
been	been
even	even
more	more
struck	struck
with	with
the	the
look	look
of	of
the	the
girls	girls
who	who
followed	followed
Crick	Crick
than	than
abashed	abashed
by	by
Cricks	Cricks
blunt	blunt
praise	praise
After	After
supper	supper
when	when
she	she
reached	reached
her	her
bedroom	bedroom
they	they
were	were
all	all
present	present
A	A
light	light
was	was
burning	burning
and	and
each	each
damsel	damsel
was	was
sitting	sitting
up	up
whitely	whitely
in	in
her	her
bed	bed
awaiting	awaiting
Tess	Tess
the	the
whole	whole
like	like
a	a
row	row
of	of
avenging	avenging
ghosts	ghosts
But	But
she	she
saw	saw
in	in
a	a
few	few
moments	moments
that	that
there	there
was	was
no	no
malice	malice
in	in
their	their
mood	mood
They	They
could	could
scarcely	scarcely
feel	feel
as	as
a	a
loss	loss
what	what
they	they
had	had
never	never
expected	expected
to	to
have	have
Their	Their
condition	condition
was	was
objective	objective
contemplative	contemplative
‘He’s	Hes
going	going
to	to
her’	marry
null	her
murmured	murmured
Retty	Retty
never	never
taking	taking
eyes	eyes
05	off
Tess	Tess
‘How	How
her	her
face	face
do	do
show	show
it’	it
‘You	You
be	BE
going	going
to	to
marry	marry
him’	him
asked	asked
Marian	Marian
‘Yes’	Yes
said	said
Tess	Tess
‘When’	When
“Some	Some
day’	day
They	They
thought	thought
that	that
this	this
was	was
evasivenem	evasiveness
only	only
‘	YESgoing
Yes—going	null
to	to
marry	MARRY
him—a	hima
gentlemanl	gentleman
repeated	repeated
Izz	Izz
Huett	Huett
And	And
by	by
a	a
sort	sort
of	of
fascination	fascination
the	the
three	three
girls	girls
one	one
after	after
another	another
crept	crept
out	out
of	of
their	their
beds	beds
and	and
came	came
and	and
stood	stood
barefooted	barefooted
round	round
Tess	Tess
Retty	Retty
put	put
her	her
hands	hands
upon	upon
Tesss	Tesss
shoulders	shoulders
as	as
if	if
to	to
realize	realize
her	her
friend’s	friends
corporeality	corporeality
after	after
such	such
a	a
miracle	miracle
and	and
the	the
other	other
two	two
laid	laid
their	their
arms	arms
round	round
her	her
waist	waist
all	all
looking	looking
into	into
her	her
face	face
‘How	How
it	it
do	do
seem	seem
Almost	Almost
more	more
than	than
I	I
can	can
think	think
of’	of
said	said
122	Izz
Huett	Huett
Marian	Marian
kissed	kissed
Tess	Tess
‘Yes’	Yes
she	she
murmured	murmured
as	as
she	she
withdrew	withdrew
her	her
lips	lips
‘Was	Was
that	that
because	because
of	of
love	love
for	for
her	her
or	or
because	because
other	other
lips	lips
have	have
touched	touched
there	there
by	by
now’	now
continued	continued
Izz	Izz
drily	drily
to	to
Marian	Marian
‘I	I
wasn’t	wasnt
thinking	thinking
0’	o
that‘	that
said	said
Marian	Marian
simply	simply
‘I	I
was	was
on’y	ony
feeling	feeling
all	all
the	the
strangeness	strangeness
ot—that	otthat
she	she
is	is
to	to
253	null
TESS	null
OF	null
THE	null
DURBERVILLES	null
be	be
his	his
wife	wife
and	and
nobody	nobody
else	else
I	I
dont	dont
say	say
may	nay
to	to
it	it
not	nor
either	either
of	of
us	us
because	because
we	we
did	did
not	not
think	think
of	of
it——only	itonly
loved	loved
him	him
Still	Still
nobody	nobody
else	else
is	is
to	to
marryn	marryn
in	in
the	the
world—no	worldno
ﬁne	fine
lady	lady
nobody	nobody
in	in
silks	silks
and	and
satins	satins
but	but
she	she
who	who
do	do
live	live
like	like
we	we
‘Are	Are
you	you
sure	sure
you	you
don’t	dont
dislike	dislike
me	me
for	for
it’	it
said	said
Tess	Tess
in	in
a	a
low	low
voice	voice
They	They
hung	hung
about	about
her	her
in	in
their	their
white	white
nightgowns	nightgowns
before	before
replying	replying
as	as
if	if
they	they
considered	considered
their	their
answer	answer
might	might
lie	lie
in	in
her	her
look	look
‘I	I
don’t	dont
know—I	knowI
don’t	dont
lcnow’	know
murmured	murmured
Retty	Retty
Priddle	Priddle
‘I	I
want	want
to	to
hate	hate
’ee	ee
but	but
I	I
cannot’	cannot
‘Thats	Thats
how	how
I	I
feel’	feel
echoed	echoed
In	Izz
and	and
Marian	Marian
‘I	I
can’t	cant
hate	hate
her	her
Somehow	Somehow
she	she
hinders	hinders
mel’	me
‘ﬁmgght	He
null	ought
to	to
marry	marry
one	one
of	of
you’	you
murmured	murmured
Tess	Tess
l	Why
y	You
1	null
‘You	null
are	are
all	all
better	better
than	than
I’	I
‘We	We
better	better
than	than
you’	you
said	said
the	the
girls	girls
in	in
a	a
low	low
slow	slow
whisper	whisper
‘No	No
no	no
dear	dear
Tessl’	Tess
‘You	You
are’	are
she	she
contradicted	contradicted
impetuously	impetuously
And	And
suddenly	suddenly
tearing	tearing
away	away
from	from
their	their
clinging	clinging
arms	arms
she	she
burst	burst
into	into
a	a
hysterical	hysterical
ﬁt	fit
of	of
tears	tears
bowing	bowing
herself	herself
on	on
the	the
chest	chest
of	of
drawers	drawers
and	and
repeating	repeating
incessantly	incessantly
‘	O
0	yes
yes	yes
yes	yes
yes	Having
Havingonoegivenwaysheoouldnotstopherweeping	once
‘He	given
null	way
null	she
null	could
null	not
null	stop
null	her
null	weeping
null	He
ought	ought
to	to
have	have
had	had
one	one
of	of
you’	you
she	she
